# ------------------------------------------------------------------------
# Radiance spectrum
# NASA-GSFC Planetary Spectrum Generator (PSG) (Villanueva et al. 2018, 2022)
# Synthesized on Mon Mar 13 12:35:32 2023
# Doppler velocities [km/s] (vobs,vrot+vorb,vwidth,vrfl,vstr): -21.10000,-0.00000,0.23000,0.45436,0.00000
# Spectral unit: Wavelength [um]
# Radiance unit: Contrast [ppm]
# Wave/freq Total Noise Stellar Object Reflected Thermal Transit
4.714000000e+00 -3.7258027e-01  1.41955e+02  9.92667e+05 -3.72580e-01 -7.33345e+03 -7.33382e+03  0.00000e+00
4.736000000e+00 -3.8835431e-01  1.43036e+02  9.92667e+05 -3.88354e-01 -7.33345e+03 -7.33384e+03  0.00000e+00
4.758000000e+00 -4.0823365e-01  1.44908e+02  9.92667e+05 -4.08234e-01 -7.33345e+03 -7.33386e+03 -8.67362e-13
4.780000000e+00 -4.3007671e-01  1.47044e+02  9.92667e+05 -4.30077e-01 -7.33345e+03 -7.33388e+03  0.00000e+00
4.802000000e+00 -4.4368378e-01  1.47347e+02  9.92667e+05 -4.43684e-01 -7.33345e+03 -7.33389e+03  0.00000e+00
4.824000000e+00 -4.6208684e-01  1.48547e+02  9.92667e+05 -4.62087e-01 -7.33345e+03 -7.33391e+03  0.00000e+00
4.846000000e+00 -4.8567113e-01  1.50641e+02  9.92667e+05 -4.85671e-01 -7.33345e+03 -7.33394e+03  0.00000e+00
4.868000000e+00 -5.0863688e-01  1.52470e+02  9.92667e+05 -5.08637e-01 -7.33345e+03 -7.33396e+03  8.67362e-13
4.890000000e+00 -5.2561334e-01  1.53085e+02  9.92667e+05 -5.25613e-01 -7.33345e+03 -7.33398e+03  8.67362e-13
4.912000000e+00 -5.3825106e-01  1.52871e+02  9.92667e+05 -5.38251e-01 -7.33345e+03 -7.33399e+03  0.00000e+00
4.934000000e+00 -5.7158483e-01  1.56187e+02  9.92667e+05 -5.71585e-01 -7.33345e+03 -7.33402e+03  0.00000e+00
4.956000000e+00 -6.0090588e-01  1.58627e+02  9.92667e+05 -6.00906e-01 -7.33345e+03 -7.33405e+03  0.00000e+00
4.978000000e+00 -6.1485671e-01  1.58424e+02  9.92667e+05 -6.14857e-01 -7.33345e+03 -7.33407e+03  8.67362e-13
5.000000000e+00 -6.4630854e-01  1.60965e+02  9.92667e+05 -6.46309e-01 -7.33345e+03 -7.33410e+03  0.00000e+00
5.022000000e+00 -6.9000958e-01  1.65219e+02  9.92667e+05 -6.90010e-01 -7.33345e+03 -7.33414e+03  8.67362e-13
5.044000000e+00 -6.9446192e-01  1.63383e+02  9.92667e+05 -6.94462e-01 -7.33345e+03 -7.33415e+03  8.67362e-13
5.066000000e+00 -7.2503111e-01  1.65413e+02  9.92667e+05 -7.25031e-01 -7.33345e+03 -7.33418e+03  0.00000e+00
5.088000000e+00 -7.6192703e-01  1.68216e+02  9.92667e+05 -7.61927e-01 -7.33345e+03 -7.33421e+03  0.00000e+00
5.110000000e+00 -7.8399158e-01  1.68809e+02  9.92667e+05 -7.83992e-01 -7.33345e+03 -7.33423e+03  0.00000e+00
5.132000000e+00 -8.1835756e-01  1.71014e+02  9.92667e+05 -8.18358e-01 -7.33345e+03 -7.33427e+03  0.00000e+00
5.154000000e+00 -8.5309998e-01  1.73142e+02  9.92667e+05 -8.53100e-01 -7.33345e+03 -7.33430e+03  0.00000e+00
5.176000000e+00 -8.8173764e-01  1.74366e+02  9.92667e+05 -8.81738e-01 -7.33345e+03 -7.33433e+03  0.00000e+00
5.198000000e+00 -9.0406579e-01  1.74720e+02  9.92667e+05 -9.04066e-01 -7.33345e+03 -7.33436e+03  0.00000e+00
5.220000000e+00 -9.4397950e-01  1.77200e+02  9.92667e+05 -9.43980e-01 -7.33345e+03 -7.33439e+03  0.00000e+00
5.242000000e+00 -9.8483980e-01  1.79664e+02  9.92667e+05 -9.84840e-01 -7.33345e+03 -7.33444e+03  0.00000e+00
5.264000000e+00 -1.0015791e+00  1.79170e+02  9.92667e+05 -1.00158e+00 -7.33345e+03 -7.33445e+03  0.00000e+00
5.286000000e+00 -1.0635051e+00  1.83869e+02  9.92667e+05 -1.06351e+00 -7.33345e+03 -7.33451e+03  0.00000e+00
